date,store,category,units_sold,unit_price,promotion,day_of_week,is_weekend,month,revenue
2024-01-03,Store_A,Beauty,23,23.94,1,2,0,1,550.54
2024-01-03,Store_B,Electronics,3,99.53,0,2,0,1,298.59
2024-01-03,Store_B,Groceries,32,,1,2,0,1,401.45
2024-01-03,Store_B,Clothing,12,31.57,0,2,0,1,378.82
2024-01-03,Store_B,Home_Goods,6,61.87,0,2,0,1,371.19
2024-01-03,Store_B,Toys,9,42.52,0,2,0,1,382.67
2024-01-03,Store_B,Beauty,8,15.15,0,2,0,1,121.2
2024-01-03,Store_C,Electronics,15,155.38,0,2,0,1,2330.75
2024-01-03,Store_C,Groceries,36,12.65,0,2,0,1,455.55
2024-01-03,Store_C,Clothing,25,19.06,0,2,0,1,476.39
2024-01-03,Store_C,Home_Goods,23,39.11,1,2,0,1,899.48
2024-01-03,Store_C,Toys,15,16.46,0,2,0,1,246.89
2024-01-03,Store_C,Beauty,18,19.15,0,2,0,1,344.62
2024-01-03,Store_D,Electronics,5,155.38,0,2,0,1,776.89
2024-01-03,Store_D,Groceries,25,15.34,0,2,0,1,383.44
2024-01-03,Store_D,Clothing,6,41.45,0,2,0,1,248.72
2024-01-03,Store_D,Home_Goods,2,75.53,0,2,0,1,151.06
2024-01-03,Store_D,Toys,10,11.37,0,2,0,1,113.73
2024-01-03,Store_D,Beauty,7,19.67,0,2,0,1,137.67
2024-01-03,Store_E,Electronics,7,104.09,0,2,0,1,728.65
2024-01-03,Store_E,Groceries,24,11.04,0,2,0,1,264.86
2024-01-03,Store_E,Clothing,11,54.65,0,2,0,1,601.12
2024-01-03,Store_E,Home_Goods,17,47.2,1,2,0,1,802.39
2024-01-03,Store_E,Toys,5,25.43,1,2,0,1,127.13
2024-01-03,Store_E,Beauty,9,24.55,0,2,0,1,220.91
2024-01-04,Store_A,Electronics,6,120.86,0,3,0,1,725.15
2024-01-04,Store_A,Groceries,28,19.84,0,3,0,1,555.61
2024-01-04,Store_A,Clothing,13,33.13,0,3,0,1,430.7
2024-01-04,Store_A,Home_Goods,8,54.28,0,3,0,1,434.27
2024-01-04,Store_A,Toys,18,28.43,1,3,0,1,511.67
2024-01-04,Store_A,Beauty,8,23.92,0,3,0,1,191.37
2024-01-04,Store_B,Electronics,6,78.04,0,3,0,1,468.26
2024-01-04,Store_B,Groceries,34,15.14,1,3,0,1,514.85
2024-01-04,Store_B,Clothing,10,35.49,0,3,0,1,354.85
2024-01-04,Store_B,Home_Goods,12,42.54,0,3,0,1,510.43
2024-01-04,Store_B,Toys,5,12.81,0,3,0,1,64.03
2024-01-04,Store_B,Beauty,7,24.79,0,3,0,1,173.5
2024-01-04,Store_C,Electronics,5,101.94,0,3,0,1,509.7
2024-01-04,Store_C,Groceries,50,18.8,0,3,0,1,940.06
2024-01-04,Store_C,Clothing,19,36.7,0,3,0,1,697.25
2024-01-04,Store_C,Home_Goods,14,56.34,0,3,0,1,788.77
2024-01-04,Store_C,Toys,14,22.45,0,3,0,1,314.33
2024-01-04,Store_C,Beauty,19,18.09,0,3,0,1,343.63
2024-01-04,Store_D,Electronics,6,120.55,0,3,0,1,723.32
2024-01-04,Store_D,Groceries,31,23.38,0,3,0,1,724.85
2024-01-04,Store_D,Clothing,16,20.21,0,3,0,1,323.43
2024-01-04,Store_D,Home_Goods,9,72.16,0,3,0,1,649.41
2024-01-04,Store_D,Toys,6,35.3,0,3,0,1,211.77
2024-01-04,Store_D,Beauty,11,17.33,0,3,0,1,190.65
2024-01-04,Store_E,Electronics,5,173.46,0,3,0,1,867.32
2024-01-04,Store_E,Groceries,38,17.95,0,3,0,1,682.15
2024-01-04,Store_E,Clothing,16,36.84,0,3,0,1,589.42
2024-01-04,Store_E,Home_Goods,10,56.5,0,3,0,1,565.01
2024-01-04,Store_E,Toys,8,16.9,0,3,0,1,135.23
2024-01-04,Store_E,Beauty,19,10.07,0,3,0,1,191.35
2024-01-05,Store_A,Electronics,6,144.13,0,4,0,1,864.8
2024-01-05,Store_A,Groceries,39,14.21,0,4,0,1,554.34
2024-01-05,Store_A,Clothing,25,22.96,1,4,0,1,573.94
2024-01-05,Store_A,Home_Goods,11,52.53,0,4,0,1,577.85
2024-01-05,Store_A,Toys,15,20.47,1,4,0,1,307.04
2024-01-05,Store_A,Beauty,15,20.93,0,4,0,1,313.95
2024-01-05,Store_B,Electronics,6,77.77,0,4,0,1,466.65
2024-01-05,Store_B,Groceries,29,11.11,0,4,0,1,322.22
2024-01-05,Store_B,Clothing,16,42.22,0,4,0,1,675.47
2024-01-05,Store_B,Home_Goods,8,32.35,1,4,0,1,258.84
2024-01-05,Store_B,Toys,8,11.64,0,4,0,1,93.13
2024-01-05,Store_B,Beauty,15,30.59,0,4,0,1,458.82
2024-01-05,Store_C,Electronics,10,118.87,0,4,0,1,1188.71
2024-01-05,Store_C,Groceries,51,20.52,0,4,0,1,1046.34
2024-01-05,Store_C,Clothing,23,18.29,1,4,0,1,420.68
2024-01-05,Store_C,Home_Goods,13,66.15,0,4,0,1,859.94
2024-01-05,Store_C,Toys,6,28.27,0,4,0,1,169.6
2024-01-05,Store_C,Beauty,21,9.78,0,4,0,1,205.47
2024-01-05,Store_D,Electronics,9,86.07,1,4,0,1,774.6
2024-01-05,Store_D,Groceries,27,15.13,0,4,0,1,408.52
2024-01-05,Store_D,Clothing,8,25.77,0,4,0,1,206.14
2024-01-05,Store_D,Home_Goods,7,34.72,0,4,0,1,243.07
2024-01-05,Store_D,Toys,5,24.72,0,4,0,1,123.6
2024-01-05,Store_D,Beauty,10,30.62,0,4,0,1,306.25
2024-01-05,Store_E,Electronics,10,132.89,0,4,0,1,1328.89
2024-01-05,Store_E,Groceries,35,16.04,0,4,0,1,561.35
2024-01-05,Store_E,Clothing,23,29.41,1,4,0,1,676.52
2024-01-05,Store_E,Home_Goods,14,65.22,0,4,0,1,913.12
2024-01-05,Store_E,Toys,4,16.66,0,4,0,1,66.64
2024-01-05,Store_E,Beauty,6,27.67,0,4,0,1,166.01
2024-01-06,Store_A,Electronics,8,122.47,0,5,1,1,979.75
2024-01-06,Store_A,Groceries,44,20.33,0,5,1,1,894.41
2024-01-06,Store_A,Clothing,21,30.54,0,5,1,1,641.44
2024-01-06,Store_A,Home_Goods,17,76.8,0,5,1,1,1305.61
2024-01-06,Store_A,Toys,14,14.42,1,5,1,1,201.91
2024-01-06,Store_A,Beauty,23,13.08,1,5,1,1,300.94
2024-01-06,Store_B,Electronics,9,124.99,0,5,1,1,1124.94
2024-01-06,Store_B,Groceries,38,17.46,0,5,1,1,663.57
2024-01-06,Store_B,Clothing,13,28.63,0,5,1,1,372.14
2024-01-06,Store_B,Home_Goods,11,61.91,1,5,1,1,681.01
2024-01-06,Store_B,Toys,9,20.1,0,5,1,1,180.88
2024-01-06,Store_B,Beauty,18,17.67,0,5,1,1,318.13
2024-01-06,Store_C,Electronics,5,78.62,0,5,1,1,393.1
2024-01-06,Store_C,Groceries,55,11.35,0,5,1,1,623.99
2024-01-06,Store_C,Clothing,28,34.84,0,5,1,1,975.4
2024-01-06,Store_C,Home_Goods,18,72.83,0,5,1,1,1310.87
2024-01-06,Store_C,Toys,16,29.67,0,5,1,1,474.74
2024-01-06,Store_C,Beauty,23,17.84,0,5,1,1,410.42
2024-01-06,Store_D,Electronics,9,114.99,0,5,1,1,1034.88
2024-01-06,Store_D,Groceries,34,15.73,0,5,1,1,534.94
2024-01-06,Store_D,Clothing,17,36.91,0,5,1,1,627.49
2024-01-06,Store_D,Home_Goods,11,55.7,0,5,1,1,612.66
2024-01-06,Store_D,Toys,5,34.56,0,5,1,1,172.8
2024-01-06,Store_D,Beauty,10,9.23,1,5,1,1,92.32
2024-01-06,Store_E,Electronics,11,87.84,1,5,1,1,966.27
2024-01-06,Store_E,Groceries,42,24.41,0,5,1,1,1025.04
2024-01-06,Store_E,Clothing,22,37.44,0,5,1,1,823.64
2024-01-06,Store_E,Home_Goods,8,46.54,0,5,1,1,372.31
2024-01-06,Store_E,Toys,10,12.8,0,5,1,1,127.96
2024-01-06,Store_E,Beauty,15,15.85,0,5,1,1,237.73
2024-01-07,Store_A,Electronics,9,137.09,0,6,1,1,1233.84
2024-01-07,Store_A,Groceries,49,17.24,0,6,1,1,844.69
2024-01-07,Store_A,Clothing,38,28.99,1,6,1,1,1101.52
2024-01-07,Store_A,Home_Goods,13,65.11,1,6,1,1,846.45
2024-01-07,Store_A,Toys,8,26.02,0,6,1,1,208.2
2024-01-07,Store_A,Beauty,22,15.91,0,6,1,1,350.1
2024-01-07,Store_B,Electronics,2,194.17,0,6,1,1,388.34
2024-01-07,Store_B,Groceries,42,12.52,0,6,1,1,525.87
2024-01-07,Store_B,Clothing,11,59.02,0,6,1,1,649.22
2024-01-07,Store_B,Home_Goods,12,54.66,0,6,1,1,655.93
2024-01-07,Store_B,Toys,4,16.99,0,6,1,1,67.95
2024-01-07,Store_B,Beauty,11,18.31,0,6,1,1,201.45
2024-01-07,Store_C,Electronics,16,103.52,1,6,1,1,1656.33
2024-01-07,Store_C,Groceries,65,11.77,0,6,1,1,764.75
2024-01-07,Store_C,Clothing,22,48.17,0,6,1,1,1059.83
2024-01-07,Store_C,Home_Goods,18,57.96,0,6,1,1,1043.35
2024-01-07,Store_C,Toys,7,19.79,0,6,1,1,138.52
2024-01-07,Store_C,Beauty,18,17.1,0,6,1,1,307.74
2024-01-07,Store_D,Electronics,9,112.28,0,6,1,1,1010.51
2024-01-07,Store_D,Groceries,34,6.66,0,6,1,1,226.34
2024-01-07,Store_D,Clothing,12,37.24,0,6,1,1,446.93
2024-01-07,Store_D,Home_Goods,13,70.71,0,6,1,1,919.18
2024-01-07,Store_D,Toys,8,7.12,0,6,1,1,57.0
2024-01-07,Store_D,Beauty,7,21.41,0,6,1,1,149.88
2024-01-07,Store_E,Electronics,8,122.3,0,6,1,1,978.44
2024-01-07,Store_E,Groceries,50,8.59,0,6,1,1,429.25
2024-01-07,Store_E,Clothing,21,31.51,0,6,1,1,661.78
2024-01-07,Store_E,Home_Goods,20,42.3,1,6,1,1,845.94
2024-01-07,Store_E,Toys,11,22.93,0,6,1,1,252.2
2024-01-07,Store_E,Beauty,8,18.82,0,6,1,1,150.58
2024-01-08,Store_A,Electronics,5,147.49,0,0,0,1,737.45
2024-01-08,Store_A,Groceries,38,16.73,0,0,0,1,635.83
2024-01-08,Store_A,Clothing,12,46.08,0,0,0,1,552.98
2024-01-08,Store_A,Home_Goods,6,39.4,0,0,0,1,236.41
2024-01-08,Store_A,Toys,14,16.28,0,0,0,1,227.97
2024-01-08,Store_A,Beauty,15,29.79,0,0,0,1,446.8
2024-01-08,Store_B,Electronics,8,114.81,0,0,0,1,918.46
2024-01-08,Store_B,Groceries,28,15.08,0,0,0,1,422.18
2024-01-08,Store_B,Clothing,12,28.61,0,0,0,1,343.32
2024-01-08,Store_B,Home_Goods,9,35.15,0,0,0,1,316.38
2024-01-08,Store_B,Toys,9,31.07,0,0,0,1,279.64
2024-01-08,Store_B,Beauty,18,21.69,0,0,0,1,390.37
2024-01-08,Store_C,Electronics,8,165.44,0,0,0,1,1323.48
2024-01-08,Store_C,Groceries,42,18.87,0,0,0,1,792.35
2024-01-08,Store_C,Clothing,22,53.47,0,0,0,1,1176.26
2024-01-08,Store_C,Home_Goods,19,49.58,1,0,0,1,942.1
2024-01-08,Store_C,Toys,11,20.37,0,0,0,1,224.05
2024-01-08,Store_C,Beauty,26,20.38,0,0,0,1,529.94
2024-01-08,Store_D,Electronics,6,82.68,0,0,0,1,496.1
2024-01-08,Store_D,Groceries,20,11.54,0,0,0,1,230.71
2024-01-08,Store_D,Clothing,12,26.65,0,0,0,1,319.76
2024-01-08,Store_D,Home_Goods,5,87.18,0,0,0,1,435.89
2024-01-08,Store_D,Toys,7,18.57,0,0,0,1,129.99
2024-01-08,Store_D,Beauty,8,29.83,0,0,0,1,238.68
2024-01-08,Store_E,Electronics,7,86.14,1,0,0,1,603.01
2024-01-08,Store_E,Groceries,42,18.51,0,0,0,1,777.29
2024-01-08,Store_E,Clothing,13,41.95,0,0,0,1,545.35
2024-01-08,Store_E,Home_Goods,10,84.2,0,0,0,1,841.98
2024-01-08,Store_E,Toys,8,33.73,0,0,0,1,269.84
2024-01-08,Store_E,Beauty,10,23.65,0,0,0,1,236.55
2024-01-09,Store_A,Electronics,11,96.42,0,1,0,1,1060.62
2024-01-09,Store_A,Groceries,64,7.09,1,1,0,1,453.9
2024-01-09,Store_A,Clothing,15,38.89,0,1,0,1,583.29
2024-01-09,Store_A,Home_Goods,15,92.39,0,1,0,1,1385.92
2024-01-09,Store_A,Toys,10,16.71,0,1,0,1,167.07
2024-01-09,Store_A,Beauty,21,27.88,0,1,0,1,585.45
2024-01-09,Store_B,Electronics,5,135.23,0,1,0,1,676.16
2024-01-09,Store_B,Groceries,27,15.27,0,1,0,1,412.29
2024-01-09,Store_B,Clothing,8,40.4,0,1,0,1,323.21
2024-01-09,Store_B,Home_Goods,6,35.76,0,1,0,1,214.58
2024-01-09,Store_B,Toys,5,21.89,0,1,0,1,109.47
2024-01-09,Store_B,Beauty,13,21.02,0,1,0,1,273.29
2024-01-09,Store_C,Electronics,11,102.7,0,1,0,1,1129.75
2024-01-09,Store_C,Groceries,54,1.74,1,1,0,1,93.86
2024-01-09,Store_C,Clothing,20,34.85,0,1,0,1,696.94
2024-01-09,Store_C,Home_Goods,18,54.14,1,1,0,1,974.45
2024-01-09,Store_C,Toys,6,21.45,0,1,0,1,128.72
2024-01-09,Store_C,Beauty,16,14.69,0,1,0,1,235.06
2024-01-09,Store_D,Electronics,8,117.35,0,1,0,1,938.8
2024-01-09,Store_D,Groceries,26,19.61,0,1,0,1,509.78
2024-01-09,Store_D,Clothing,15,30.5,1,1,0,1,457.55
2024-01-09,Store_D,Home_Goods,3,80.83,0,1,0,1,242.5
2024-01-09,Store_D,Toys,5,25.88,1,1,0,1,129.38
2024-01-09,Store_D,Beauty,5,26.95,0,1,0,1,134.73
2024-01-09,Store_E,Electronics,11,139.12,1,1,0,1,1530.3
2024-01-09,Store_E,Groceries,40,24.0,0,1,0,1,959.85
2024-01-09,Store_E,Clothing,12,17.62,0,1,0,1,211.47
2024-01-09,Store_E,Home_Goods,17,25.78,0,1,0,1,438.29
2024-01-09,Store_E,Toys,15,27.61,0,1,0,1,414.15
2024-01-09,Store_E,Beauty,4,20.18,0,1,0,1,80.73
2024-01-10,Store_A,Electronics,13,101.33,0,2,0,1,1317.27
2024-01-10,Store_A,Groceries,28,17.39,0,2,0,1,486.93
2024-01-10,Store_A,Clothing,13,42.2,0,2,0,1,548.58
2024-01-10,Store_A,Home_Goods,10,76.7,0,2,0,1,766.98
2024-01-10,Store_A,Toys,4,24.03,0,2,0,1,96.13
2024-01-10,Store_A,Beauty,9,22.52,0,2,0,1,202.65
2024-01-10,Store_B,Electronics,9,74.23,0,2,0,1,668.07
2024-01-10,Store_B,Groceries,22,21.31,0,2,0,1,468.88
2024-01-10,Store_B,Clothing,15,50.42,0,2,0,1,756.32
2024-01-10,Store_B,Home_Goods,8,85.09,0,2,0,1,680.73
2024-01-10,Store_B,Toys,7,28.84,0,2,0,1,201.88
2024-01-10,Store_B,Beauty,13,11.81,0,2,0,1,153.49
2024-01-10,Store_C,Electronics,9,104.17,0,2,0,1,937.5
2024-01-10,Store_C,Groceries,39,18.86,0,2,0,1,735.43
2024-01-10,Store_C,Clothing,25,33.08,0,2,0,1,826.97
2024-01-10,Store_C,Home_Goods,8,75.86,0,2,0,1,606.86
2024-01-10,Store_C,Toys,11,32.2,0,2,0,1,354.22
2024-01-10,Store_C,Beauty,18,24.67,0,2,0,1,444.04
2024-01-10,Store_D,Electronics,3,90.71,0,2,0,1,272.13
2024-01-10,Store_D,Groceries,31,10.54,0,2,0,1,326.67
2024-01-10,Store_D,Clothing,13,29.74,0,2,0,1,386.61
2024-01-10,Store_D,Home_Goods,10,46.57,1,2,0,1,465.71
2024-01-10,Store_D,Toys,11,16.25,1,2,0,1,178.8
2024-01-10,Store_D,Beauty,8,15.14,0,2,0,1,121.11
2024-01-10,Store_E,Electronics,9,161.92,0,2,0,1,1457.25
2024-01-10,Store_E,Groceries,28,15.29,0,2,0,1,427.98
2024-01-10,Store_E,Clothing,13,20.54,0,2,0,1,267.0
2024-01-10,Store_E,Home_Goods,7,56.42,0,2,0,1,394.97
2024-01-10,Store_E,Toys,6,27.39,0,2,0,1,164.34
2024-01-10,Store_E,Beauty,11,15.49,0,2,0,1,170.38
2024-01-11,Store_A,Electronics,10,149.48,0,3,0,1,1494.77
2024-01-11,Store_A,Groceries,30,18.28,0,3,0,1,548.45
2024-01-11,Store_A,Clothing,23,33.0,0,3,0,1,759.11
2024-01-11,Store_A,Home_Goods,15,37.55,0,3,0,1,563.28
2024-01-11,Store_A,Toys,8,34.5,0,3,0,1,275.99
2024-01-11,Store_A,Beauty,19,35.54,0,3,0,1,675.21
2024-01-11,Store_B,Electronics,9,158.91,0,3,0,1,1430.19
2024-01-11,Store_B,Groceries,24,14.89,0,3,0,1,357.26
2024-01-11,Store_B,Clothing,8,31.08,0,3,0,1,248.66
2024-01-11,Store_B,Home_Goods,12,41.16,0,3,0,1,493.97
2024-01-11,Store_B,Toys,9,33.23,0,3,0,1,299.07
2024-01-11,Store_B,Beauty,9,12.1,0,3,0,1,108.9
2024-01-11,Store_C,Electronics,9,113.34,0,3,0,1,1020.1
2024-01-11,Store_C,Groceries,40,17.11,0,3,0,1,684.34
2024-01-11,Store_C,Clothing,24,43.89,0,3,0,1,1053.28
2024-01-11,Store_C,Home_Goods,18,47.1,0,3,0,1,847.78
2024-01-11,Store_C,Toys,11,9.92,0,3,0,1,109.1
2024-01-11,Store_C,Beauty,14,18.22,0,3,0,1,255.11
2024-01-11,Store_D,Electronics,6,116.87,0,3,0,1,701.2
2024-01-11,Store_D,Groceries,24,14.16,0,3,0,1,339.74
2024-01-11,Store_D,Clothing,12,44.75,0,3,0,1,537.02
2024-01-11,Store_D,Home_Goods,11,62.52,0,3,0,1,687.68
2024-01-11,Store_D,Toys,4,28.39,0,3,0,1,113.58
2024-01-11,Store_D,Beauty,7,20.86,0,3,0,1,146.02
2024-01-11,Store_E,Electronics,7,113.85,0,3,0,1,796.96
2024-01-11,Store_E,Groceries,40,12.78,1,3,0,1,511.17
2024-01-11,Store_E,Clothing,18,33.83,1,3,0,1,608.96
2024-01-11,Store_E,Home_Goods,16,95.96,0,3,0,1,1535.41
2024-01-11,Store_E,Toys,13,21.95,1,3,0,1,285.4
2024-01-11,Store_E,Beauty,13,7.03,0,3,0,1,91.35
2024-01-12,Store_A,Electronics,8,105.51,0,4,0,1,844.07
2024-01-12,Store_A,Groceries,25,15.73,0,4,0,1,393.35
2024-01-12,Store_A,Clothing,11,13.48,0,4,0,1,148.3
2024-01-12,Store_A,Home_Goods,10,44.21,0,4,0,1,442.13
2024-01-12,Store_A,Toys,6,22.4,1,4,0,1,134.38
2024-01-12,Store_A,Beauty,12,22.65,0,4,0,1,271.82
2024-01-12,Store_B,Electronics,9,101.15,1,4,0,1,910.37
2024-01-12,Store_B,Groceries,30,13.96,0,4,0,1,418.78
2024-01-12,Store_B,Clothing,13,40.51,1,4,0,1,526.61
2024-01-12,Store_B,Home_Goods,15,42.01,0,4,0,1,630.11
2024-01-12,Store_B,Toys,8,25.4,0,4,0,1,203.17
2024-01-12,Store_B,Beauty,10,19.03,0,4,0,1,190.32
2024-01-12,Store_C,Electronics,10,136.39,0,4,0,1,1363.89
2024-01-12,Store_C,Groceries,27,15.03,0,4,0,1,405.87
2024-01-12,Store_C,Clothing,15,32.41,0,4,0,1,486.18
2024-01-12,Store_C,Home_Goods,19,78.98,0,4,0,1,1500.61
2024-01-12,Store_C,Toys,9,34.38,0,4,0,1,309.46
2024-01-12,Store_C,Beauty,15,22.22,0,4,0,1,333.27
2024-01-12,Store_D,Electronics,6,88.1,0,4,0,1,528.59
2024-01-12,Store_D,Groceries,14,10.63,0,4,0,1,148.86
2024-01-12,Store_D,Clothing,9,33.28,0,4,0,1,299.53
2024-01-12,Store_D,Home_Goods,9,38.38,0,4,0,1,345.4
2024-01-12,Store_D,Toys,9,19.68,0,4,0,1,177.09
2024-01-12,Store_D,Beauty,11,25.24,0,4,0,1,277.63
2024-01-12,Store_E,Electronics,10,114.15,0,4,0,1,1141.53
2024-01-12,Store_E,Groceries,43,20.67,0,4,0,1,888.76
2024-01-12,Store_E,Clothing,15,41.56,0,4,0,1,623.39
2024-01-12,Store_E,Home_Goods,13,49.23,1,4,0,1,640.03
2024-01-12,Store_E,Toys,8,20.72,0,4,0,1,165.72
2024-01-12,Store_E,Beauty,20,21.37,1,4,0,1,427.37
2024-01-13,Store_A,Electronics,10,96.23,0,5,1,1,962.27
2024-01-13,Store_A,Groceries,62,13.46,0,5,1,1,834.53
2024-01-13,Store_A,Clothing,21,35.01,0,5,1,1,735.25
2024-01-13,Store_A,Home_Goods,16,42.74,0,5,1,1,683.9
2024-01-13,Store_A,Toys,15,16.02,1,5,1,1,240.3
2024-01-13,Store_A,Beauty,25,14.36,0,5,1,1,359.01
2024-01-13,Store_B,Electronics,8,120.24,0,5,1,1,961.91
2024-01-13,Store_B,Groceries,40,20.02,0,5,1,1,800.74
2024-01-13,Store_B,Clothing,26,36.92,1,5,1,1,959.89
2024-01-13,Store_B,Home_Goods,12,63.39,0,5,1,1,760.7
2024-01-13,Store_B,Toys,8,25.0,0,5,1,1,200.01
2024-01-13,Store_B,Beauty,16,16.95,1,5,1,1,271.24
2024-01-13,Store_C,Electronics,19,123.04,1,5,1,1,2337.76
2024-01-13,Store_C,Groceries,44,10.66,0,5,1,1,469.23
2024-01-13,Store_C,Clothing,31,37.63,0,5,1,1,1166.39
2024-01-13,Store_C,Home_Goods,23,57.9,0,5,1,1,1331.79
2024-01-13,Store_C,Toys,8,5.49,0,5,1,1,43.92
2024-01-13,Store_C,Beauty,24,19.19,0,5,1,1,460.66
2024-01-13,Store_D,Electronics,10,132.24,0,5,1,1,1322.38
2024-01-13,Store_D,Groceries,29,14.38,0,5,1,1,416.88
2024-01-13,Store_D,Clothing,12,47.35,0,5,1,1,568.21
2024-01-13,Store_D,Home_Goods,10,50.2,0,5,1,1,501.99
2024-01-13,Store_D,Toys,7,25.33,0,5,1,1,177.29
2024-01-13,Store_D,Beauty,15,13.99,0,5,1,1,209.8
2024-01-13,Store_E,Electronics,4,143.37,0,5,1,1,573.48
2024-01-13,Store_E,Groceries,60,2.95,0,5,1,1,177.03
2024-01-13,Store_E,Clothing,17,36.21,0,5,1,1,615.53
2024-01-13,Store_E,Home_Goods,8,78.21,0,5,1,1,625.71
2024-01-13,Store_E,Toys,14,32.85,0,5,1,1,459.86
2024-01-13,Store_E,Beauty,14,15.55,0,5,1,1,217.65
2024-01-14,Store_A,Electronics,10,119.09,1,6,1,1,1190.91
2024-01-14,Store_A,Groceries,45,18.38,0,6,1,1,827.32
2024-01-14,Store_A,Clothing,24,43.96,1,6,1,1,1054.98
2024-01-14,Store_A,Home_Goods,24,53.39,0,6,1,1,1281.28
